"nanyangSiteId","siteNameZh","siteNameAlt1","LATITUDE","LONGITUDE"
"tt-mb-d235A10","白馬寺","Bai Ma Si",24.978477,121.494374
"tt-mb-d235A20","圓通禪寺","Yuan Tong Chan Si",24.982664,121.492717
"tt-mb-d235A30","慈雲岩","Ci Yun Yan",24.981326,121.490587
"tt-mb-d235A41","中台山普雨精舍","Chung Tai Shan Pu Yu Meditation Center",24.997474,121.49358
"tt-mb-d235A50","明達佛舍","Ming Da Fo She",24.996668,121.466913
"tt-mb-d235A60","金山禪寺","Jin Shan Chan Si",24.988583,121.515942
"tt-mb-d235A72","噶瑪三乘法輪中心","Ga Ma San Sheng Buddhist Center",25.00154,121.511409
"tt-mb-d235A80","白雲寺","Bai Yun Si",24.980002,121.493318
"tt-mb-d235A90","上寶禪寺","Shang Bao Chan Si",24.98211,121.494015
"tt-mb-d235B00","總持寺","Zong Chi Si",25.007514,121.482385
"tt-mb-d235B10","大華嚴寺","Da Hua Yan Si",25.009867,121.481245
"tt-mb-d235B20","梵音學舍","Fan Yin Xue She",24.992551,121.496783
"tt-mb-d235B30","大明藏精舍","Da Ming Cang Jing She",24.995693,121.484685
"tt-mb-d235B40","緬華佛教精舍","Mian Hua Fo Jiao Jing She",24.992296,121.499981
"tt-mb-d235B50","樂天宮","Le Tian Gong",24.986541,121.499423
"tt-mb-d235B60","文賢禪修資料圖書館","Wen Xian Chan Xiu Zi Liao Tu Shu Guan",25.004965,121.506471
"tt-mb-d235B70","玉佛寺","Yu Fo Si",24.993563,121.470654
"tt-mb-d235B80","觀音禪院","Guan Yin Chan Yuan",24.998598,121.513711
"tt-mb-d235B90","本願山雙和彌陀助念團","Ben Yuan Shan Shuang He Mi Tuo Zhu Nian Tuan",24.994686,121.522573
"tt-mb-d235C00","華山講堂","Hua Shan Jiang Tang",24.994557,121.52309
"tt-mb-d235C10","南山放生寺","Nan Shan Fang Sheng Si",24.984858,121.512878
"tt-mb-d235C20","緬華佛教弘法會","Mian Hua Fo Jiao Hong Fa Hui",24.985801,121.512213
"tt-mb-d235C30","淨宗蓮社","Jing Zong Lian She",24.997164,121.502658
"tt-mb-d235C40","慈濟中和聯絡處","Ci Ji Zhong He Lian Luo Chu",24.998075,121.494204
"tt-mb-d235C50","正覺蓮社","Zheng Jue Lian She",24.998691,121.498317
"tt-mb-d235C60","普願寺","Pu Yuan Si",25.002296,121.498742
"tt-mb-d235C70","淨圓佛教同修會","Jing Yuan Fo Jiao Tong Xiu Hui",24.992094,121.518507
"tt-mb-d235C80","北堂精舍","Bei Tang Jing She",25.005232,121.49629
"tt-mb-d235C90","南方寶生佛剎","Nan Fang Bao Sheng Fo Cha",24.99263,121.507059
"tt-mb-d235D00","聖慈精舍","Sheng Ci Jing She",24.992111,121.502539
"tt-mb-d235D10","佛教利生中心","Fo Jiao Li Sheng Zhong Xin",24.997646,121.507007
"tt-mb-d235D20","祥光精舍","Xiang Guang Jing She",25.003452,121.468181
"tt-mb-d235D30","慈雲講堂","Ci Yun Jiang Tang",24.989366,121.491287
"tt-mb-d235D40","明德禪寺","Ming De Chan Si",24.984851,121.495386
"tt-mb-d235D50","法明寺","Fa Ming Si",25.005925,121.482515
"tt-mb-d235D60","大陳義胞觀音寺","Da Chen Yi Bao Guan Yin Si",25.012656,121.505174
"tt-mb-d235D70","南山觀音寺","Nan Shan Guan Yin Si",24.973814,121.499378
"tt-mb-d235D80","紫竹寺","Zi Zhu Si",24.970157,121.491847
"tt-mb-d235D90","中和解脫大樂法林","Zhong He Jie Tuo Da Le Fa Lin",24.994655,121.516199
"tt-mb-d235F00","創價學會連城講堂","Chuang Jia Xue Hui Lian Cheng Jiang Tang",25.002148,121.49841
"tt-mb-d235F10","創價學會雙和文化會館","Chuang Jia Xue Hui Shuang He Wen Hua Hui Guan",25.002992,121.492471
"tt-mb-d235F20","光明王寺台北分院","Guang Ming Wang Si Taipei Fen Yuan",24.99011,121.50359
"tt-mb-d235F30","創價學會中和講堂","Chuang Jia Xue Hui Zhong He Jiang Tang",25.000635,121.510935
"tt-mb-d235F40","信願共修會","Xin Yuan Gong Xiu Hui",24.994667,121.522645
"tt-mb-d235F50","三介廟","San Jie Miao",24.987852,121.516403
"tt-mb-d235F60","妙音念佛堂","Miao Yin Nian Fo Tang",24.977406,121.500982
"tt-mb-d236A10","承天禪寺","Cheng Tian Chan Si",24.950625,121.446363
"tt-mb-d236A20","廣承岩","Guang Cheng Yan",24.97272,121.444175
"tt-mb-d236A30","慈濟海山聯絡處","Ci Ji Hai Shan Lian Luo Chu",24.968029,121.437102
"tt-mb-d236A40","佛教僧伽醫護土城共修會","Fo Jiao Seng Qie Yi Hu Tu Cheng Gong Xiu Hui",24.982025,121.443203
"tt-mb-d236A50","九品淨苑","Jiu Pin Jing Yuan",24.984315,121.443768
"tt-mb-d236A60","文殊苑","Wen Shu Yuan",24.977273,121.442108
"tt-mb-d236A70","頂埔妙覺禪寺","Ding Pu Miao Jue Chan Si",24.952299,121.418978
"tt-mb-d236A80","永福岩","Yong Fu Yan",24.958048,121.417686
"tt-mb-d236A90","龍德寺","Long De Si",24.959205,121.4692
"tt-mb-d236B00","延吉念佛同修會","Yan Ji Nian Fo Tong Xiu Hui",24.985783,121.470643
"tt-mb-d236B10","法藏蓮社","Fa Cang Lian She",24.985501,121.468734
"tt-mb-d236B20","大光明法輪精舍","Da Guang Ming Fa Lun Jing She",24.979321,121.464825
"tt-mb-d236B30","清水岩","Qing Shui Yan",24.97199,121.456786
"tt-mb-d236B41","法鼓山土城教育訓練中心","Dharma Drum Mountain Tucheng Education Center",24.955385,121.448715
"tt-mb-d236B50","龍文禪寺","Long Wen Chan Si",24.976765,121.444462
"tt-mb-d236B60","靜觀精舍","Jing Guan Jing She",24.987818,121.449752
"tt-mb-d236B70","慈法禪寺","Ci Fa Chan Si",24.98709,121.458208
"tt-mb-d236B80","心華菩提精舍","Xin Hua Pu Ti Jing She",24.986804,121.457817
"tt-mb-d236B90","龍泉山寺","Long Quan Shan Si",24.941922,121.414292
"tt-mb-d236C00","佛心功德會台北縣一區分會","Fo Xin Gong De Hui Taipei County Yi Qu Fen Hui",24.971006,121.43952
"tt-mb-d236C10","善息寺","Shan Xi Si",24.942094,121.446425
"tt-mb-d236C20","普安堂","Pu An Tang",24.944655,121.417806
"tt-mb-d236C30","西蓮土城講堂","Seeland Tu Cheng Dharma Hall",24.981958,121.443178
"tt-mb-d237A10","佛光山金光明寺","Fo Guang Shan Golden Light Temple",24.93094,121.409204
"tt-mb-d237A20","佛靈寺","Fo Ling Si",24.931213,121.412069
"tt-mb-d237A30","西蓮淨苑","Seeland Monastery",24.934092,121.405175
"tt-mb-d237A40","西蓮三峽講堂","Seeland San Xia Dharma Hall",24.938203,121.372725
"tt-mb-d237A51","千佛山華德禪寺","Qian Fo Shan Hua De Chan Si",24.926586,121.402648
"tt-mb-d237A60","元亨堂","Yuan Heng Tang",24.944959,121.405475
"tt-mb-d237A72","台北行天宮三峽分宮","Taipei Xing Tian Gong San Xia Fen Gong",24.904773,121.402537
"tt-mb-d237A81","貢噶大印法林","Gong Ga Da Yin Fa Lin",24.929568,121.367926
"tt-mb-d237A90","雞足山迦葉禪寺","Ji Zu Shan Jia She Chan Si",24.8905,121.379394
"tt-mb-d237B00","慈德寺","Ci De Si",24.924458,121.367519
"tt-mb-d237B10","龍山巖","Long Shan Yan",24.871366,121.355453
"tt-mb-d237B20","蓮香寺","Lian Xiang Si",24.85225,121.372061
"tt-mb-d237B30","台北佛教淨業林寺","Taipei Fo Jiao Jing Ye Lin Si",24.926627,121.402523
"tt-mb-d237B41","法鼓山天南寺","Dharma Drum Mountain Tiennan Monastery",24.931106,121.395364
"tt-mb-d237B50","佛國寺","Fo Guo Si",24.924366,121.429181
"tt-mb-d237B60","天心紫蓮禪苑","Tian Xin Zi Lian Chan Yuan",24.85339,121.427089
"tt-mb-d237B70","佛山寺","Fo Shan Si",24.871741,121.446956
"tt-mb-d237B80","普賢寺","Pu Xian Si",24.914656,121.4411
"tt-mb-d237B90","慈慧寺","Ci Hui Si",24.893273,121.387403
"tt-mb-d237C00","妙光寺","Miao Guang Si",24.893731,121.387435
"tt-mb-d237C10","普陀淨苑","Pu Tuo Jing Yuan",24.935536,121.411123
"tt-mb-d237C20","立德禪寺","Li De Chan Si",24.929095,121.414083
"tt-mb-d237C30","準提寺","Zhun Ti Si",24.900806,121.394988
"tt-mb-d237C40","禪光寺","Chan Guang Si",24.904344,121.404003
"tt-mb-d237C50","藏密噶陀寺","Cang Mi Kathok Temple",24.929617,121.356236
"tt-mb-d237C60","印覺禪寺","Yin Jue Chan Si",24.870688,121.42374
"tt-mb-d237C70","大勝寺","Da Sheng Si",24.869556,121.422891
"tt-mb-d237C80","創價學會三峽講堂","Chuang Jia Xue Hui San Xia Jiang Tang",24.930035,121.381029
"tt-mb-d237C90","慈濟三峽志業園區","Ci Ji San Xia Zhi Ye Yuan Qu",24.932105,121.385891
"tt-mb-d237D00","大華嚴寺金華園佛法院","Da Hua Yan Si Jin Hua Yuan Fo Fa Yuan",24.918214,121.464103
"tt-mb-d237D10","明安堂","Ming An Tang",24.943491,121.400969
"tt-mb-d237D20","三峽廣照寺","San Xia Guang Zhao Si",24.943351,121.456533
"tt-mb-d237D30","長福巖","Chang Fu Yan",24.933875,121.37029
"tt-mb-d237D40","保安寺","Bao An Si",24.93532,121.39701
"tt-mb-d238A10","中台山普頓精舍","Chung Tai Shan Pu Dun Meditation Center",25.001213,121.416687
"tt-mb-d238A20","靈鷲山樹林中心","Ling Jiou Mountain Shulin Dharma Center",24.993759,121.425924
"tt-mb-d238A30","海明禪寺","Hai Ming Chan Si",24.992452,121.410358
"tt-mb-d238A41","西蓮光明寺","Seeland Guang Ming Monastery",24.992291,121.414155
"tt-mb-d238A50","護國吉祥寺","Hu Guo Ji Xiang Si",24.975462,121.398308
"tt-mb-d238A60","淨律寺","Jing Lu Si",24.970283,121.388171
"tt-mb-d238A70","福慧寺","Fu Hui Si",25.0142,121.392995
"tt-mb-d238A80","法界精舍","Fa Jie Jing She",24.990442,121.416767
"tt-mb-d238A90","地母庵","Di Mu An",24.991308,121.385094
"tt-mb-d238B00","樹林佛教文物助念團","Shu Lin Fo Jiao Wen Wu Zhu Nian Tuan",24.981808,121.414697
"tt-mb-d238B10","樹林蓮社","Shu Lin Lian She",25.001612,121.415719
"tt-mb-d238B22","法鼓山樹林共修處","Dharma Drum Mountain Shulin Practice Center",24.995403,121.422631
"tt-mb-d238B30","普賢寺","Pu Xian Si",24.995432,121.422143
"tt-mb-d238B40","法藏圖書館","Fa Cang Library",24.995277,121.422685
"tt-mb-d238B50","般若精舍","Po Ruo Jing She",24.987475,121.416128
"tt-mb-d238B60","觀自在講堂","Guan Zi Zai Jiang Tang",25.016585,121.403478
"tt-mb-d238B70","寧瑪白玉菩提昌盛寺台灣閉關中心","Nyingma Palyul Pu Ti Chang Cheng Si Taiwan Retreat Center",25.015355,121.402892
"tt-mb-d238B80","創價學會華榮講堂","Chuang Jia Xue Hui Hua Rong Jiang Tang",24.978078,121.4068
"tt-mb-d238B90","創價學會三多講堂","Chuang Jia Xue Hui San Duo Jiang Tang",25.014918,121.42099
"tt-mb-d238C00","大願地藏茅蓬","Da Yuan Di Cang Mao Peng",24.988271,121.411815
"tt-mb-d238C10","普提寺","Pu Ti Si",24.990601,121.413795
"tt-mb-d238C20","救世堂","Jiu Shi Tang",24.982332,121.411434
"tt-mb-d238C30","法賢精舍","Fa Xian Jing She",25.008067,121.41848
"tt-mb-d238C40","靜安寺","Jing An Si",24.969857,121.382971
"tt-mb-d238C50","醒修寺","Xing Xiu Si",24.950189,121.401738
"tt-mb-d238C60","生命電視樹林菩提講堂","Sheng Ming Dian Shi Shu Lin Pu Ti Jiang Tang",25.015561,121.408926
"tt-mb-d238C70","比南山普明堂","Bi Nan Shan Pu Ming Tang",24.989247,121.406205
"tt-mb-d239A10","寧瑪白玉顯密金剛法輪中心","Nyingma Palyul Xian Mi Jin Gang Buddhist Center",24.973307,121.337739
"tt-mb-d239A20","佛光山鶯歌禪淨中心","Fo Guang Shan Ying Ge Temple",24.95562,121.342272
"tt-mb-d239A30","高明寺","Gao Ming Si",24.957214,121.362249
"tt-mb-d239A40","承天農林禪寺","Cheng Tian Nong Lin Chan Si",24.957443,121.361529
"tt-mb-d239A50","妙音蓮社","Miao Yin Lian She",24.954167,121.345633
"tt-mb-d239A60","妙音佛學視聽圖書中心","Miao Yin Fo Xue Shi Ting Tu Shu Zhong Xin",24.95393,121.350469
"tt-mb-d239A70","真善美念佛會","Zhen Shan Mei Chanting Society",24.960325,121.332808
"tt-mb-d239A80","生命電視鶯歌中心","Sheng Ming Dian Shi Ying Ge Zhong Xin",24.95519,121.353182
"tt-mb-d239A90","妙善宮","Miao Shan Gong",24.960763,121.358552
"tt-mb-d239B00","福壽堂","Fu Shou Tang",24.950229,121.34571
"tt-mb-d239B10","惠隆宮","Hui Long Gong",24.953886,121.344975
"tt-mb-d241A10","金源禪寺佛蓮德講堂","Jin Yuan Chan Si Fo Lian De Jiang Tang",25.067421,121.496044
"tt-mb-d241A21","佛光山三重禪淨中心","Fo Guang Shan San Chung Temple",25.07711,121.485947
"tt-mb-d241A31","中台山普濟精舍","Chung Tai Shan Pu Ji Meditation Center",25.078204,121.481822
"tt-mb-d241A40","太璞宮","Tai Pu Gong",25.072146,121.474395
"tt-mb-d241A50","寧瑪巴聞思修佛學會","Nyingma Wen si xiu Buddhist Institute",25.075725,121.488815
"tt-mb-d241A60","慈雲寺","Ci Yun Si",25.073056,121.492355
"tt-mb-d241A70","德林寺","De Lin Si",25.072166,121.49446
"tt-mb-d241A80","三重學佛同修會","San Chong Xue Fo Tong Xiu Hui",25.076038,121.488001
"tt-mb-d241A90","三重念佛放生會","San Chong Nian Fo Fang Sheng Hui",25.077883,121.486872
"tt-mb-d241B00","天霞寺","Tian Xia Si",25.08024,121.485385
"tt-mb-d241B10","佛慈禪寺","Fo Ci Chan Si",25.076625,121.487173
"tt-mb-d241B20","海清宮","Hai Qing Gong",25.059602,121.497333
"tt-mb-d241B30","法巖寺","Fa Yan Si",25.059594,121.497282
"tt-mb-d241B40","彌陀精舍","Mi Tuo Jing She",25.060158,121.497131
"tt-mb-d241B50","慈濟三重志業園區","Ci Ji San Chong Zhi Ye Yuan Qu",25.071266,121.473836
"tt-mb-d241B60","慈心寺","Ci Xin Si",25.063345,121.489633
"tt-mb-d241B70","法王寺","Fa Wang Si",25.069962,121.472506
"tt-mb-d241B80","妙藏寺","Miao Cang Si",25.056636,121.494936
"tt-mb-d241B90","青峰寺","Qing Feng Si",25.082274,121.487734
"tt-mb-d241C00","大慈學舍","Da Ci Xue She",25.062214,121.500171
"tt-mb-d241C10","佛林禪苑","Fo Lin Chan Yuan",25.061128,121.499135
"tt-mb-d241C20","佛教力行學院台北學部","Fo Jiao Li Xing Xue Yuan Taipei Xue Bu",25.06412,121.497087
"tt-mb-d241C31","法鼓山三重辦事處","Dharma Drum Mountain San Chung Office",25.063327,121.495673
"tt-mb-d241C40","慧崇念佛會","Hui Chong Chanting Society",25.07107,121.502398
"tt-mb-d241C50","慈德禪寺","Ci De Chan Si",25.072475,121.503091
"tt-mb-d241C60","極樂念佛會三重共修處","Ji Le Chanting Society San Chong Gong Xiu Chu",25.065693,121.499069
"tt-mb-d241C70","慈願寺","Ci Yuan Si",25.068975,121.50372
"tt-mb-d241C80","南海普陀寺","Nan Hai Pu Tuo Si",25.069743,121.502968
"tt-mb-d241D00","三重淨宗學苑","San Chung Pureland Learning Center",25.060048,121.485604
"tt-mb-d241D10","妙音淨宗學苑","Miao yin Pureland Learning Center",25.045712,121.466968
"tt-mb-d241D20","中華大乘佛學會","Zhong Hua Da Cheng Buddhist Institute",25.078588,121.4899
"tt-mb-d241D30","中華民國觀音佛學會","Guan Yin Buddhist Institute (R.O.C.)",25.053204,121.48952
"tt-mb-d241D40","碧華寺","Bi Hua Si",25.082674,121.487304
"tt-mb-d241D50","如來精舍","Ru Lai Jing She",25.052196,121.487558
"tt-mb-d241D60","人乘寺台北第一講堂","Ren Sheng Si Taipei Di Yi Jiang Tang",25.071467,121.472011
"tt-mb-d241D70","創價學會長壽講堂","Chuang Jia Xue Hui Chang Shou Jiang Tang",25.06713,121.495069
"tt-mb-d241D80","耕心蓮苑","Geng Xin Lian Yuan",25.06959,121.49945
"tt-mb-d241D90","真言宗虛空藏院","Zhen Yan Zong Xu Kong Cang Yuan",25.072673,121.494471
"tt-mb-d241F00","生命電視三重中心","Sheng Ming Dian Shi San Chong Zhong Xin",25.080874,121.49288
"tt-mb-d241F10","西密佛教雲慈正覺會三重佛堂","Xi Mi Fo Jiao Yun Ci Zheng Jue Hui San Chong Fo Tang",25.072461,121.481575
"tt-mb-d241F20","創價學會三重文化會館","Chuang Jia Xue Hui San Chong Wen Hua Hui Guan",25.045578,121.468341
"tt-mb-d241F30","一信堂","Yi Xin Tang",25.061097,121.495785
"tt-mb-d241F40","天基佛堂","Tian Ji Fo Tang",25.066517,121.497372
"tt-mb-d241F50","香光淨宗學會","Xiang Guang Pureland Learning Center",25.056186,121.469251
"tt-mb-d241F60","督署宮","Du Shu Gong",25.07314,121.496114
"tt-mb-d241F70","三元宮","San Yuan Gong",25.065862,121.497328
"tt-mb-d241F80","慈惠宮","Ci Hui Gong",25.063575,121.49997
"tt-mb-d241F90","茲方宮","Zi Fang Gong",25.066864,121.495704
"tt-mb-d241G00","順天宮","Shun Tian Gong",25.081058,121.481682
"tt-mb-d241G10","普庵宮","Pu An Gong",25.058758,121.491753
"tt-mb-d241G20","明道堂","Ming Dao Tang",25.055791,121.48743
"tt-mb-d241G30","鎮重宮","Zhen Chong Gong",25.054114,121.487463
"tt-mb-d241G40","慈善堂","Ci Shan Tang",25.053849,121.489515
"tt-mb-d241G50","慈生堂","Ci Sheng Tang",25.070073,121.500256
"tt-mb-d241G60","普濟寺","Pu Ji Si",25.071507,121.502151
"tt-mb-d242A10","靈鷲山新莊中港中心","Ling Jiou Mountain Xin Zhuang Zhong Gang Dharma Center",25.045422,121.452736
"tt-mb-d242A20","中台山普新精舍","Chung Tai Shan Pu Xin Meditation Center (Taipei)",25.04515,121.452403
"tt-mb-d242A32","佛光山擇善寺","Fo Guang Shan Ze Shan Temple",25.032334,121.447758
"tt-mb-d242A40","慈悲寺","Ci Bei Si",25.030896,121.415287
"tt-mb-d242A50","廣濟寺","Guang Ji Si",25.033992,121.403459
"tt-mb-d242A60","善導庵","Shan Dao An",25.055017,121.467405
"tt-mb-d242A70","覺明寺","Jue Ming Si",25.032198,121.447419
"tt-mb-d242A80","大雄淨舍","Da Xiong Jing She",25.030963,121.425341
"tt-mb-d242A90","普陀淨苑","Pu Tuo Jing Yuan",25.054208,121.457558
"tt-mb-d242B00","淨智精舍","Jing Zhi Jing She",25.04734,121.449768
"tt-mb-d242B10","無相寺","Wu Xiang Si",25.048062,121.452055
"tt-mb-d242B20","準提寺","Zhun Ti Si",25.021494,121.428006
"tt-mb-d242B30","達悟精舍","Da Wu Jing She",25.012108,121.42839
"tt-mb-d242B40","元亨寺台北講堂","Yuan Heng Si Taipei Jiang Tang",25.042125,121.458771
"tt-mb-d242B50","大雄淨舍圖書館","Da Xiong Jing She Library",25.03769,121.448862
"tt-mb-d242B60","慈濟新泰聯絡處","Ci Ji Xin Tai Lian Luo Chu",25.044586,121.44263
"tt-mb-d242B70","新莊佛教圖書館","Xin Zhuang Fo Jiao Library",25.040146,121.445807
"tt-mb-d242B80","中華聾友普賢佛學會","Zhong Hua Long You Pu Xian Buddhist Institute",25.033382,121.450563
"tt-mb-d242B93","法鼓山新莊辦事處","Dharma Drum Mountain Xinzhuang Office",25.036153,121.456328
"tt-mb-d242C00","潮江寺","Chao Jiang Si",25.033088,121.451492
"tt-mb-d242C10","新莊地藏庵","Xin Zhuang Di Cang An",25.037904,121.456743
"tt-mb-d242C20","殊利大手印佛學中心","Zuri Maha Mudra Buddhist Center",25.04595,121.465694
"tt-mb-d242C30","佛心功德會台北縣二區分會","Fo Xin Gong De Hui Taipei County Er Qu Fen Hui",25.040478,121.45457
"tt-mb-d242C40","中華大乘佛學會光明講堂","Zhong Hua Da Sheng Fo Xue Hui Guang Ming Jiang Tang",25.034479,121.44568
"tt-mb-d242C50","生命電視新莊中心","Sheng Ming Dian Shi Xin Zhuang Zhong Xin",25.0325,121.433255
"tt-mb-d242C60","創價學會民安講堂","Chuang Jia Xue Hui Min An Jiang Tang",25.028557,121.422926
"tt-mb-d242C70","創價學會新莊文化會館","Chuang Jia Xue Hui Xin Zhuang Wen Hua Hui Guan",25.030228,121.4289
"tt-mb-d242C80","西密佛教雲慈正覺會新莊佛堂","Xi Mi Fo Jiao Yun Ci Zheng Jue Hui Xin Zhuang Fo Tang",25.024027,121.436021
"tt-mb-d242C90","棲蓮精舍","Qi Lian Jing She",25.022502,121.409021
"tt-mb-d243A11","佛光山泰山禪淨中心","Fo Guang Shan Tai Shan Temple",25.064851,121.429846
"tt-mb-d243A20","中台山普泰精舍","Chung Tai Shan Pu Tai Meditation Center",25.03872,121.423977
"tt-mb-d243A30","中台山普正精舍","Chung Tai Shan Pu Zheng Meditation Center",25.064205,121.426241
"tt-mb-d243A41","泰山巖","Tai Shan Yan",25.043751,121.423403
"tt-mb-d243A50","顯應祖師泰山巖","Xian Ying Zu Shi Tai Shan Yan",25.060711,121.431992
"tt-mb-d243A60","圓通佛導眾寺","Yuan Tong Fo Dao Zhong Si",25.060109,121.410615
"tt-mb-d243A70","大覺禪寺","Da Jue Chan Si",25.058472,121.427984
"tt-mb-d243A80","佛國寺","Fo Guo Si",25.049378,121.425406
"tt-mb-d243A90","慈林精舍","Ci Lin Jing She",25.039259,121.424812
"tt-mb-d243B00","法鼓山泰山共修處","Dharma Drum Mountain Tai Shan Practice Center",25.058167,121.434016
"tt-mb-d243B10","金山寺","Jin Shan Si",25.039182,121.425298
"tt-mb-d243B20","創價學會泰林講堂","Chuang Jia Xue Hui Tai Lin Jiang Tang",25.063224,121.431472
"tt-mb-d244A12","竹林山觀音寺","Zhu Lin Shan Guan Yin Si",25.083762,121.38957
"tt-mb-d244A23","法鼓山林口辦事處","Dharma Drum Mountain Linkou Office",25.078648,121.389716
"tt-mb-d244A30","永善寺","Yong Shan Si",25.080748,121.385716
"tt-mb-d244A40","竹林禪院","Zhu Lin Chan Yuan",25.082092,121.391687
"tt-mb-d244A50","鳳陽寺","Feng Yang Si",25.094523,121.385976
"tt-mb-d247A11","湧蓮寺","Yong Lian Si",25.083368,121.471232
"tt-mb-d247A20","慈濟蘆洲共修處","Ci Ji Lu Zhou Gong Xiu Chu",25.078289,121.470457
"tt-mb-d247A31","法鼓山蘆洲共修處","Dharma Drum Mountain Lu Zhou Practice Center",25.087821,121.462826
"tt-mb-d247A40","三寶寺","San Bao Si",25.082429,121.467975
"tt-mb-d247A50","蘆洲淨宗學會","Lu Zhou Pureland Learning Center",25.087113,121.478003
"tt-mb-d247A60","清涼寺","Qing Liang Si",25.091411,121.484017
"tt-mb-d247A70","寂方覺苑","Ji Fang Jue Yuan",25.084535,121.477262
"tt-mb-d247A80","普奄淨宗學會","Pu Yan Pureland Learning Center",25.087382,121.48222
"tt-mb-d248A10","靈鷲山新莊講堂","Ling Jiou Mountain Xinzhuang Dharma Hall",25.068335,121.456593
"tt-mb-d248A20","寶纈禪寺","Bao Xie Chan Si",25.11017,121.455284
"tt-mb-d248A32","西雲禪寺","Xi Yun Chan Si",25.096612,121.445735
"tt-mb-d248A41","凌雲禪寺","Ling Yun Chan Si",25.127218,121.425195
"tt-mb-d248A50","凌雲寺","Ling Yun Si",25.125261,121.42535
"tt-mb-d248A60","智光禪寺","Zhi Guang Chan Si",25.096337,121.419196
"tt-mb-d248A70","五福佛山承願寺","Wu Fu Fo Shan Cheng Yuan Si",25.099569,121.409407
"tt-mb-d248A80","七寶琉璃寺","Qi Bao Liu Li Si",25.064294,121.448751
"tt-mb-d248A90","龍鳳巖","Long Feng Yan",25.084581,121.431936
"tt-mb-d248B00","仙佛寺","Xian Fo Si",25.097035,121.427207
"tt-mb-d248B10","靈佛寺","Ling Fo Si",25.067944,121.433989
"tt-mb-d248B20","宏學靜舍","Hong Xue Jing She",25.104515,121.449996
"tt-mb-d248B30","西方精舍","Xi Fang Jing She",25.11058,121.455995
"tt-mb-d248B40","陀靈寺","Tuo Ling Si",25.110673,121.454549
"tt-mb-d248B50","鶴嶺天乙寺","He Ling Tian Yi Si",25.114436,121.442141
"tt-mb-d248B60","蓮雲寺","Lian Yun Si",25.101618,121.438185
"tt-mb-d248B70","靜修寺","Jing Xiu Si",25.109141,121.421741
"tt-mb-d248B80","觀音山妙雲寺","Guan Yin Shan Miao Yun Si",25.12174,121.424383
"tt-mb-d248B90","創價學會竹虹講堂","Chuang Jia Xue Hui Zhu Hong Jiang Tang",25.086981,121.441535
"tt-mb-d249A10","西龍巖廟","Xi Long Yan Miao",25.15002,121.422995
"tt-mb-d249A20","靈隱寺","Ling Yin Si",25.146532,121.396348
"tt-mb-d249A30","明園大佛寺","Ming Yuan Da Fo Si",25.142573,121.433831
"tt-mb-d249A40","淨覺寺","Jing Jue Si",25.140155,121.402011
"tt-mb-d249A50","華富山萬壽寺","Hua Fu Shan Wan Shou Si",25.141371,121.420861
"tt-mb-d249A60","上乘靜修精舍","Shang Sheng Jing Xiu Jing She",25.131173,121.386923
"tt-mb-d249A70","南山巖地藏王寺","Nan Shan Yan Di Cang Wang Si",25.123026,121.454574
"tt-mb-d249A80","龍泉巖","Long Quan Yan",25.130944,121.44304
"tt-mb-d249A90","雲山寺","Yun Shan Si",25.138387,121.430691
"tt-mb-d251A10","龍山寺","Long Shan Si",25.170329,121.442002
"tt-mb-d251A21","佛光山淡水禪淨中心","Fo Guang Shan Tan Sui Temple",25.168489,121.447564
"tt-mb-d251A30","金粟院","Jin Su Yuan",25.162405,121.458229
"tt-mb-d251A40","鄞山寺","Yin Shan Si",25.169033,121.44838
"tt-mb-d251A50","天岳山慈修禪寺","Tian Yue Shan Ci Xiu Chan Si",25.176634,121.47236
"tt-mb-d251A60","法相山台北中心","Fa Xiang Shan Taipei Zhong Xin",25.156888,121.459642
"tt-mb-d251A70","觀宗寺","Guan Zong Si",25.169554,121.442993
"tt-mb-d251A81","中台山普學禪寺","Chung Tai Shan Pu Xue Chan Monastery",25.170812,121.449141
"tt-mb-d251A90","竹林禪寺","Zhu Lin Chan Si",25.146629,121.472751
"tt-mb-d251B00","淡水十方禪林","Dan Shui Shi Fang Chan Lin",25.187033,121.492408
"tt-mb-d251B10","千光寺","Qian Guang Si",25.1873,121.502389
"tt-mb-d251B20","妙覺寺","Miao Jue Si",25.146305,121.473257
"tt-mb-d251B30","普照寺","Pu Zhao Si",25.226612,121.463159
"tt-mb-d251B40","法誼靜舍","Fa Yi Jing She",25.1584,121.483566
"tt-mb-d251B50","法燈蘭若","Fa Deng Lan Ruo",25.218805,121.535533
"tt-mb-d251B63","法鼓山淡水辦事處","Dharma Drum Mountain Dan Shui Office",25.177901,121.438017
"tt-mb-d251B70","興音寺","Xing Yin Si",25.163965,121.488404
"tt-mb-d251B80","緣道觀音廟","Yuan Dao Guan Yin Miao",25.21456,121.486952
"tt-mb-d251B90","殊利大手印淡水閉關中心","Zuri Maha Mudra Buddhist Center Dan Shui Retreat Center",25.163473,121.451967
"tt-mb-d251C00","保安廟","Bao An Miao",25.184653,121.419653
"tt-mb-d251C10","淨宗學會淡水流通處","Jing Zong Xue Hui Dan Shui Liu Tong Chu",25.171666,121.443872
"tt-mb-d251C20","清水巖","Qing Shui Yan",25.170263,121.440954
